Bacterial_Species,Mean_Relative_Abundance,Total_Edges,Positive_Edges,Negative_Edges,Triangles,Degree_Centrality,Clustering_Coefficient,Harmonic_Centrality,Betweenness_Centrality,Cohort
Parabacteroides_johnsonii,0.007019332053778193,0,0,0,0,0.0,0.0,0.0,0.0,CRC
bacterium_LF-3,0.0005297146211747824,3,2,1,0,0.01829268292682927,0.0,37.14999999999998,0.019555053726155857,CRC
Bacteroides_plebeius,0.035137941831031624,8,8,0,17,0.04878048780487805,0.6071428571428571,40.85238095238094,0.004594942767657307,CRC
Lachnoclostridium_phocaeense,0.00028764236647182317,4,4,0,3,0.024390243902439025,0.5,34.15238095238091,0.0009309546236263278,CRC
Parabacteroides_distasonis,0.008394965323459316,1,1,0,0,0.006097560975609756,0.0,25.754761904761896,0.0,CRC
Clostridium_innocuum,0.00041865340301146145,12,11,1,24,0.07317073170731708,0.36363636363636365,45.21666666666669,0.016474620574190375,CRC
Barnesiella_intestinihominis,0.006294269083493373,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Subdoligranulum_variabile,0.0008967362567779833,4,4,0,3,0.024390243902439025,0.5,33.81904761904759,0.008080203501421516,CRC
Ruminococcus_gnavus,0.010071629116401304,10,8,2,19,0.06097560975609756,0.4222222222222222,43.166666666666664,0.02489834522052044,CRC
Bacteroides_caecimuris,0.005220952143901332,12,12,0,28,0.07317073170731708,0.42424242424242425,45.35000000000002,0.007181532887407085,CRC
Bacteroides_thetaiotaomicron,0.015519892485613062,20,19,1,62,0.12195121951219512,0.3263157894736842,51.71666666666676,0.036326047551942534,CRC
Mogibacterium_diversum,0.0003693095491380938,1,1,0,0,0.006097560975609756,0.0,21.72103174603171,0.0,CRC
Haemophilus_parainfluenzae,0.003038690947223891,2,1,1,0,0.012195121951219513,0.0,22.615079365079342,0.0004805933795534274,CRC
Bacteroides_uniformis,0.054289884329491764,5,5,0,7,0.03048780487804878,0.7,36.91904761904761,0.0001907825826724525,CRC
Bacteroides_barnesiae,0.0004088309220904096,3,3,0,1,0.01829268292682927,0.3333333333333333,30.63571428571429,0.00014963339817447254,CRC
Clostridium_bolteae,0.0032810421790566385,22,20,2,69,0.13414634146341464,0.2987012987012987,53.50000000000009,0.0389898339146718,CRC
Merdimonas_faecis,0.000994620163160593,2,2,0,1,0.012195121951219513,1.0,30.161904761904772,0.0,CRC
Blautia_hydrogenotrophica,0.00034802018952520764,8,8,0,17,0.04878048780487805,0.6071428571428571,33.404761904761905,0.006552231018552847,CRC
Prevotella_stercorea,0.02176256002815259,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Angelakisella_massiliensis,0.0010392003438877704,11,11,0,12,0.06707317073170732,0.21818181818181817,41.36666666666666,0.03229203715684147,CRC
Blautia_obeum,0.019341176471376946,2,2,0,0,0.012195121951219513,0.0,2.5,3.7408349543618135e-05,CRC
Lactobacillus_rogosae,0.004622011806801054,4,4,0,3,0.024390243902439025,0.5,6.0,0.00019951119756596338,CRC
Alistipes_obesi,0.00207071306968497,2,2,0,1,0.012195121951219513,1.0,29.861904761904768,0.0,CRC
Intestinibacillus_massiliensis,6.874064507473867e-05,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Ruthenibacterium_lactatiformans,0.0026798440950782177,7,7,0,11,0.042682926829268296,0.5238095238095238,43.41666666666669,0.024969037604254805,CRC
Clostridium_saccharogumia,0.00013736335802553773,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Lachnospiraceae_bacterium_GAM79,0.011796660055240432,1,1,0,0,0.006097560975609756,0.0,3.833333333333334,0.0,CRC
Ruminococcus_torques,0.010861226068575341,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Clostridium_saccharolyticum,9.999883190262388e-05,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Clostridium_methylpentosum,0.0002509869100027393,7,6,1,12,0.042682926829268296,0.5714285714285714,32.602380952380955,0.02891095551124359,CRC
Clostridium_sp_SY8519,0.00015039109148130858,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Bacteroides_heparinolyticus,0.00011263029985329234,1,1,0,0,0.006097560975609756,0.0,1.0,0.0,CRC
Roseburia_faecis,0.005431680054438178,3,3,0,1,0.01829268292682927,0.3333333333333333,5.333333333333333,0.00018704174771809066,CRC
Clostridioides_difficile,0.00013701208926898868,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Blautia_producta,0.00013417399087347143,3,3,0,1,0.01829268292682927,0.3333333333333333,33.89285714285714,0.008080203501421516,CRC
Bacteroides_vulgatus,0.0684924834025108,6,6,0,11,0.03658536585365854,0.7333333333333333,40.469047619047615,0.00028005635601777385,CRC
Faecalibacterium_prausnitzii,0.019943036874671173,1,1,0,0,0.006097560975609756,0.0,1.0,0.0,CRC
Absiella_dolichum,0.0006895250935586766,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Peptostreptococcus_stomatis,0.0013594927617478559,3,3,0,0,0.01829268292682927,0.0,25.738095238095234,0.0160855903037558,CRC
Paraprevotella_xylaniphila,0.003668296589039423,1,1,0,0,0.006097560975609756,0.0,24.942857142857147,0.0,CRC
Odoribacter_laneus,0.0035376611972801207,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Culturomica_massiliensis,0.0004177709125030163,1,1,0,0,0.006097560975609756,0.0,24.924999999999983,0.0,CRC
Streptococcus_parasanguinis,0.0031018590245191838,7,6,1,3,0.042682926829268296,0.14285714285714285,31.123809523809523,0.04341065133040137,CRC
Monoglobus_pectinilyticus,0.00024991331270246396,3,2,1,0,0.01829268292682927,0.0,33.28809523809523,0.008738059696970243,CRC
Clostridium_asparagiforme,0.00040740144669866406,8,8,0,16,0.04878048780487805,0.5714285714285714,32.06190476190476,0.003021603440931351,CRC
Holdemania_massiliensis,0.0002668477499561505,2,2,0,0,0.012195121951219513,0.0,23.81428571428571,0.0015840681671895195,CRC
Coprococcus_eutactus,0.0012765035587474656,2,2,0,0,0.012195121951219513,0.0,4.5,4.9877799391490845e-05,CRC
Bariatricus_massiliensis,0.00010419429715758513,4,1,3,2,0.024390243902439025,0.3333333333333333,37.483333333333306,0.0055609107829556245,CRC
Streptococcus_sp_oral_taxon_431,0.00023977978923057843,3,3,0,2,0.01829268292682927,0.6666666666666666,25.360714285714305,0.0008817682392424274,CRC
Bacteroides_pectinophilus,0.000796118960146289,6,6,0,3,0.03658536585365854,0.2,7.0,0.001172128285700035,CRC
Sellimonas_intestinalis,0.0010391636837798713,1,1,0,0,0.006097560975609756,0.0,25.390476190476182,0.0,CRC
Streptococcus_sp_FDAARGOS_192,0.0018035927421123576,2,2,0,1,0.012195121951219513,1.0,23.819047619047613,0.0,CRC
Prevotellamassilia_timonensis,0.005472713822410258,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Dorea_longicatena,0.006757509064091918,4,4,0,5,0.024390243902439025,0.8333333333333334,30.697619047619057,6.858197416329991e-05,CRC
Barnesiella_viscericola,0.000282753089574324,1,1,0,0,0.006097560975609756,0.0,1.0,0.0,CRC
Lactonifactor_longoviformis,0.00017934016409890702,10,10,0,20,0.06097560975609756,0.4444444444444444,35.45476190476189,0.011914819344120645,CRC
Bacteroides_dorei,0.039304427327284425,4,4,0,4,0.024390243902439025,0.6666666666666666,37.85238095238094,0.00030547183210657703,CRC
Flavonifractor_plautii,0.005461141032062125,17,16,1,49,0.10365853658536586,0.3602941176470588,51.18333333333342,0.03936010074361542,CRC
Bacteroides_cellulosilyticus,0.007204695892307771,2,2,0,1,0.012195121951219513,1.0,32.652380952380945,0.0,CRC
Lachnoanaerobaculum_saburreum,7.967011428434575e-05,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Marvinbryantia_formatexigens,8.198908395400906e-05,3,3,0,2,0.01829268292682927,0.6666666666666666,37.269047619047605,4.6407200192346104e-05,CRC
Coprococcus_comes,0.0029891872920845886,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Gemmiger_formicilis,0.01091285313681734,1,1,0,0,0.006097560975609756,0.0,25.28095238095237,0.0,CRC
Tyzzerella_nexilis,0.0054984932210431665,14,12,2,21,0.08536585365853659,0.23076923076923078,47.00000000000006,0.04865498048046957,CRC
Bacteroides_coprophilus,0.00655362680672066,7,6,1,9,0.042682926829268296,0.42857142857142855,40.019047619047605,0.00476610113524673,CRC
Streptococcus_sp_A12,0.0003572357214931523,3,3,0,2,0.01829268292682927,0.6666666666666666,24.15476190476191,3.7408349543618135e-05,CRC
Blautia_schinkii,9.110422351444677e-05,3,3,0,1,0.01829268292682927,0.3333333333333333,31.42857142857144,0.003049181402689029,CRC
Bifidobacterium_catenulatum,0.00178138043202136,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Mordavella_sp_Marseille-P3756,0.0008108291271466685,5,5,0,10,0.03048780487804878,1.0,28.677380952380943,0.0,CRC
Hespellia_stercorisuis,9.705896499261605e-05,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Bacteroides_salyersiae,0.003127065318070406,9,9,0,23,0.054878048780487805,0.6388888888888888,40.83571428571428,0.0007055823039234987,CRC
Clostridium_sporogenes,0.0023081822025428837,2,2,0,0,0.012195121951219513,0.0,27.97619047619047,0.008080203501421516,CRC
Butyricimonas_faecalis,0.0021138322039129195,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Alistipes_senegalensis,0.0011137746207398936,4,4,0,1,0.024390243902439025,0.16666666666666666,33.128571428571426,0.015822874804749705,CRC
Roseburia_intestinalis,0.004520594176080756,1,1,0,0,0.006097560975609756,0.0,4.166666666666667,0.0,CRC
Streptococcus_anginosus,0.0003112118380716287,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Ruminococcus_faecis,0.011497528394463047,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Faecalicatena_contorta,0.00041267500873160505,2,2,0,0,0.012195121951219513,0.0,23.634920634920622,0.0012154937193424812,CRC
Emergencia_timonensis,0.00046501684321180074,1,1,0,0,0.006097560975609756,0.0,29.561904761904774,0.0,CRC
Clostridium_symbiosum,0.0015793120729447922,9,8,1,18,0.054878048780487805,0.5,42.63333333333332,0.00976380188742336,CRC
Holdemanella_biformis,0.0042432291402664446,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Clostridium_leptum,0.00393939716054055,6,5,1,1,0.03658536585365854,0.06666666666666667,38.19523809523808,0.044801291131821686,CRC
Alistipes_putredinis,0.014408771125794823,3,3,0,1,0.01829268292682927,0.3333333333333333,31.135714285714297,0.0012435878252128436,CRC
Oscillibacter_sp_PEA192,0.005215391427927738,4,3,1,1,0.024390243902439025,0.16666666666666666,33.01904761904761,0.02060118493050823,CRC
Faecalitalea_cylindroides,0.0016404519825548667,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Roseburia_inulinivorans,0.010474176805648423,2,2,0,1,0.012195121951219513,1.0,4.666666666666666,0.0,CRC
Pseudoflavonifractor_capillosus,0.0008116933028694464,12,12,0,16,0.07317073170731708,0.24242424242424243,43.16666666666668,0.0745491175983135,CRC
Fusicatenibacter_saccharivorans,0.009650475674020062,2,2,0,0,0.012195121951219513,0.0,2.5,3.7408349543618135e-05,CRC
Granulicatella_adiacens,0.0002888618768735595,1,1,0,0,0.006097560975609756,0.0,23.154761904761898,0.0,CRC
Dorea_formicigenerans,0.003538654090522321,1,1,0,0,0.006097560975609756,0.0,1.0,0.0,CRC
Bacteroides_caccae,0.009796443602831969,0,0,0,0,0.0,0.0,0.0,0.0,CRC
Coprobacter_fastidiosus,0.0006241503044509958,1,0,1,0,0.006097560975609756,0.0,29.592857142857138,0.0,CRC
Parabacteroides_sp_CT06,0.01624934119521147,2,2,0,0,0.012195121951219513,0.0,34.28571428571424,0.008080203501421516,CRC
Dialister_pneumosintes,0.00030429957858907553,1,1,0,0,0.006097560975609756,0.0,20.53055555555552,0.0,CRC
Butyricicoccus_pullicaecorum,0.00032030388860922415,8,8,0,6,0.04878048780487805,0.21428571428571427,42.28333333333335,0.03366376885066989,CRC
Eubacterium_rectale,0.015963241764189427,1,0,1,0,0.006097560975609756,0.0,31.22619047619047,0.0,CRC
Collinsella_aerofaciens,0.01394257241197006,1,1,0,0,0.006097560975609756,0.0,29.186904761904774,0.0,CRC
Negativibacillus_massiliensis,0.0027761154418352797,7,7,0,14,0.042682926829268296,0.6666666666666666,33.25476190476191,0.010648002586236884,CRC
Provencibacterium_massiliense,0.0003073226522531581,3,1,2,1,0.01829268292682927,0.3333333333333333,35.247619047619025,0.002308155434551828,CRC
Anaerotignum_neopropionicum,6.761720609134355e-05,0,0,0,0,0.0,0.0,0.0,0.0,CRC
