Bacterial_Species,Prevalence,Mean_Relative_Abundance,Cohort
Agathobaculum_desmolans,0.9943820224719101,0.00032036601569106963,Healthy
Aggregatibacter_actinomycetemcomitans,0.011235955056179775,2.2341936865004556e-05,Healthy
Aggregatibacter_aphrophilus,0.24157303370786518,0.00016051302481092796,Healthy
Aggregatibacter_segnis,0.37640449438202245,7.353357546787474e-05,Healthy
Akkermansia_muciniphila,0.4438202247191011,0.009226091538869866,Healthy
Alcanivorax_hongdengensis,0.033707865168539325,0.00039022284445754205,Healthy
Algoriphagus_faecimaris,0.011235955056179775,1.559553247454268e-05,Healthy
Alistipes_finegoldii,0.9831460674157303,0.0032826088394155325,Healthy
Alistipes_ihumii,0.7134831460674157,0.0008541095953783014,Healthy
Alistipes_indistinctus,0.4101123595505618,0.0012209146431442096,Healthy
Alistipes_inops,0.6179775280898876,0.001489290529938199,Healthy
Alistipes_megaguti,0.8707865168539326,0.0005420834621922366,Healthy
Alistipes_obesi,0.9382022471910112,0.002004871814108479,Healthy
Alistipes_putredinis,0.9943820224719101,0.01517229633874158,Healthy
Alistipes_senegalensis,0.9325842696629213,0.0007382810315358485,Healthy
Alistipes_shahii,0.9831460674157303,0.004109082130483156,Healthy
Alistipes_timonensis,0.7808988764044944,0.00036041485960909737,Healthy
Alkalibacter_saccharofermentans,0.05056179775280899,2.077846385149616e-05,Healthy
Alkalimonas_amylolytica,0.0056179775280898875,7.400457628957028e-05,Healthy
Allisonella_histaminiformans,0.38764044943820225,0.001092239163290962,Healthy
Allobaculum_stercoricanis,0.02247191011235955,2.268104913133802e-05,Healthy
Allofustis_seminis,0.011235955056179775,1.5149684715960412e-05,Healthy
Alloprevotella_rava,0.14606741573033707,4.710399086961869e-05,Healthy
Alloprevotella_tannerae,0.5898876404494382,7.468270170220487e-05,Healthy
Alloscardovia_criceti,0.028089887640449437,9.153962672681754e-05,Healthy
Alloscardovia_omnicolens,0.1853932584269663,0.00014783855505290855,Healthy
Alterileibacterium_massiliense,0.797752808988764,6.409475842757519e-05,Healthy
Amphibacillus_jilinensis,0.0056179775280898875,2.034398891325931e-05,Healthy
Amphibacillus_sediminis,0.0056179775280898875,1.4772622225685673e-05,Healthy
Anaerobium_acetethylicum,0.06179775280898876,1.4221707443754807e-05,Healthy
Anaerobutyricum_hallii,1.0,0.003951496371936979,Healthy
Anaerococcus_lactolyticus,0.028089887640449437,4.533068346163333e-05,Healthy
Anaerococcus_mediterraneensis,0.011235955056179775,4.7792136074780756e-05,Healthy
Anaerococcus_obesiensis,0.12359550561797752,0.00013768344647573604,Healthy
Anaerococcus_pacaensis,0.0056179775280898875,7.988352901038034e-05,Healthy
Anaerococcus_prevotii,0.0056179775280898875,7.713643130101795e-05,Healthy
Anaerococcus_provencensis,0.011235955056179775,3.8782125673654035e-05,Healthy
Anaerococcus_tetradius,0.028089887640449437,2.0244744508998073e-05,Healthy
Anaerococcus_vaginalis,0.028089887640449437,5.669374434002448e-05,Healthy
Anaerocolumna_aminovalerica,0.03932584269662921,2.9591922395173783e-05,Healthy
Anaerocolumna_xylanovorans,0.0056179775280898875,1.2405545379425854e-05,Healthy
Anaerofustis_stercorihominis,0.16853932584269662,3.664237906326287e-05,Healthy
Anaeroglobus_geminatus,0.21910112359550563,0.00033926947349744514,Healthy
Anaerolineaceae_bacterium_oral_taxon_439,0.011235955056179775,3.07203165899272e-05,Healthy
Anaeromassilibacillus_senegalensis,0.2808988764044944,2.7265587626656208e-05,Healthy
Anaerosalibacter_massiliensis,0.011235955056179775,2.340574228397921e-05,Healthy
Anaerosporobacter_mobilis,0.21348314606741572,3.00665797448835e-05,Healthy
Anaerostipes_caccae,0.7134831460674157,0.0004425742322934497,Healthy
Anaerostipes_hadrus,0.9943820224719101,0.008389690369273785,Healthy
Anaerotignum_lactatifermentans,1.0,0.0012688070391181003,Healthy
Anaerotignum_neopropionicum,0.8539325842696629,6.629497729884007e-05,Healthy
Anaerotignum_propionicum,0.4101123595505618,2.2744128811347566e-05,Healthy
Anaerotruncus_colihominis,0.9887640449438202,0.0009472753085206745,Healthy
Anaerotruncus_rubiinfantis,0.4157303370786517,0.00011559361683310004,Healthy
Anaerovibrio_lipolyticus,0.02247191011235955,0.0001778181050467392,Healthy
Anaerovorax_odorimutans,0.016853932584269662,1.7537947812574748e-05,Healthy
Angelakisella_massiliensis,0.9887640449438202,0.0008824887575470249,Healthy
Anoxybacter_fermentans,0.0056179775280898875,1.2680243728583867e-05,Healthy
Arabia_massiliensis,0.07303370786516854,2.0432638750995405e-05,Healthy
Arcanobacterium_urinimassiliense,0.016853932584269662,0.00032113222016074853,Healthy
Arcobacter_lekithochrous,0.0056179775280898875,0.0004885762219396393,Healthy
Arsenophonus_endosymbiont_of_Nilaparvata_lugens,0.0056179775280898875,1.3126593237917213e-05,Healthy
Asaccharospora_irregularis,0.2247191011235955,5.9134348723537385e-05,Healthy
Atlantibacter_hermannii,0.011235955056179775,3.3404651392627914e-05,Healthy
Atopobacter_phocae,0.0056179775280898875,3.79302050747432e-05,Healthy
Atopobium_deltae,0.08426966292134831,2.5234729011662038e-05,Healthy
Atopobium_minutum,0.028089887640449437,2.479501006454736e-05,Healthy
Atopobium_parvulum,0.7134831460674157,0.00010543844085635454,Healthy
Atopobium_rimae,0.33146067415730335,7.16303589409503e-05,Healthy
Atopobium_vaginae,0.42134831460674155,2.140779597533244e-05,Healthy
Aureimonas_phyllosphaerae,0.0056179775280898875,1.0705878323190654e-05,Healthy
Bacillus_acidiproducens,0.11235955056179775,2.255296301637118e-05,Healthy
Bacillus_andreraoultii,0.056179775280898875,1.8065492180629918e-05,Healthy
Bacillus_bogoriensis,0.016853932584269662,7.583572205279832e-05,Healthy
Bacillus_cereus,0.0056179775280898875,1.271302001844022e-05,Healthy
Bacillus_coagulans,0.05056179775280899,2.1307240314573624e-05,Healthy
Bacillus_licheniformis,0.0056179775280898875,1.3288107594663934e-05,Healthy
Bacillus_rubiinfantis,0.2696629213483146,5.6550495339715086e-05,Healthy
Bacillus_subtilis,0.23595505617977527,0.00018275434684736957,Healthy
Bacillus_tuaregi,0.0056179775280898875,1.1192292525554034e-05,Healthy
Bacteroidales_bacterium_CF,0.02247191011235955,0.00015532947866383692,Healthy
Bacteroides_barnesiae,0.9662921348314607,0.0006063014203228207,Healthy
Bacteroides_caccae,0.9831460674157303,0.00632480391184831,Healthy
Bacteroides_caecimuris,1.0,0.005237173083221299,Healthy
Bacteroides_cellulosilyticus,0.9887640449438202,0.0025308357743747353,Healthy
Bacteroides_coprocola,1.0,0.03222402919373355,Healthy
Bacteroides_coprophilus,1.0,0.008935789514594726,Healthy
Bacteroides_coprosuis,0.39325842696629215,0.00014260378755987,Healthy
Bacteroides_dorei,1.0,0.03533371613746685,Healthy
Bacteroides_faecichinchillae,0.9943820224719101,0.0007063935454370876,Healthy
Bacteroides_fluxus,1.0,0.004223418713358256,Healthy
Bacteroides_fragilis,1.0,0.011267016680556841,Healthy
Bacteroides_graminisolvens,0.24157303370786518,6.378194158691832e-05,Healthy
Bacteroides_helcogenes,0.949438202247191,0.00017460902007809456,Healthy
Bacteroides_heparinolyticus,0.9269662921348315,0.00010115405237771203,Healthy
Bacteroides_luti,0.10112359550561797,1.646376084736789e-05,Healthy
Bacteroides_neonati,0.4438202247191011,5.2051540819444295e-05,Healthy
Bacteroides_nordii,0.9775280898876404,0.0007291981625037805,Healthy
Bacteroides_ovatus,0.9887640449438202,0.014593115871597655,Healthy
Bacteroides_paurosaccharolyticus,0.5112359550561798,8.230560862019803e-05,Healthy
Bacteroides_pectinophilus,1.0,0.0010401080006574796,Healthy
Bacteroides_plebeius,1.0,0.04002740296362297,Healthy
Bacteroides_propionicifaciens,0.011235955056179775,1.5185730501535248e-05,Healthy
Bacteroides_pyogenes,0.9662921348314607,0.00021719310656815463,Healthy
Bacteroides_reticulotermitis,0.6685393258426966,3.979139503009878e-05,Healthy
Bacteroides_salanitronis,0.9831460674157303,0.0009381966727851841,Healthy
Bacteroides_salyersiae,0.9943820224719101,0.0030213283904492166,Healthy
Bacteroides_stercoris,0.9943820224719101,0.030271014817227035,Healthy
Bacteroides_thetaiotaomicron,1.0,0.013240570523318887,Healthy
Bacteroides_uniformis,0.9943820224719101,0.04665326057831513,Healthy
Bacteroides_vulgatus,1.0,0.08313023409460192,Healthy
Bacteroides_zoogleoformans,0.898876404494382,8.130888383661693e-05,Healthy
Bariatricus_massiliensis,0.898876404494382,6.209938436926025e-05,Healthy
Barnesiella_intestinihominis,0.9438202247191011,0.00646859273932054,Healthy
Barnesiella_viscericola,0.9269662921348315,0.0003716126235549669,Healthy
Bavariicoccus_seileri,0.0056179775280898875,2.029286503196021e-05,Healthy
Beduini_massiliensis,0.0056179775280898875,9.612387099922492e-05,Healthy
Bibersteinia_trehalosi,0.011235955056179775,1.2862506906351861e-05,Healthy
Bifidobacterium_adolescentis,0.7415730337078652,0.015184130679343568,Healthy
Bifidobacterium_aesculapii,0.0449438202247191,1.8279026083058736e-05,Healthy
Bifidobacterium_angulatum,0.550561797752809,0.0002795796777479346,Healthy
Bifidobacterium_animalis,0.15168539325842698,0.0016736632350920794,Healthy
Bifidobacterium_biavatii,0.25842696629213485,3.2407409185834775e-05,Healthy
Bifidobacterium_bifidum,0.6292134831460674,0.004762309231103931,Healthy
Bifidobacterium_breve,0.7808988764044944,0.0017449062907782104,Healthy
Bifidobacterium_catenulatum,0.8539325842696629,0.0010876358657475862,Healthy
Bifidobacterium_choerinum,0.02247191011235955,3.557878725914114e-05,Healthy
Bifidobacterium_crudilactis,0.0056179775280898875,1.1387218499874448e-05,Healthy
Bifidobacterium_dentium,0.5224719101123596,0.001726404892203905,Healthy
Bifidobacterium_gallicum,0.016853932584269662,4.4433089933492924e-05,Healthy
Bifidobacterium_gallinarum,0.25280898876404495,3.9043872531666166e-05,Healthy
Bifidobacterium_lemurum,0.06179775280898876,2.0044432045826832e-05,Healthy
Bifidobacterium_longum,0.8764044943820225,0.01346081040609076,Healthy
Bifidobacterium_minimum,0.1853932584269663,0.00017087519266896565,Healthy
Bifidobacterium_mongoliense,0.0056179775280898875,6.489339999136427e-05,Healthy
Bifidobacterium_pseudocatenulatum,0.8539325842696629,0.007678986265492968,Healthy
Bifidobacterium_pseudolongum,0.03932584269662921,0.00013645455913863802,Healthy
Bifidobacterium_reuteri,0.15168539325842698,2.5826097115813953e-05,Healthy
Bifidobacterium_saguini,0.3258426966292135,0.00016906714674551625,Healthy
Bifidobacterium_scardovii,0.11797752808988764,2.8853068408336246e-05,Healthy
Bifidobacterium_stellenboschense,0.1348314606741573,3.292075897977757e-05,Healthy
Bifidobacterium_subtile,0.0449438202247191,3.516868458912559e-05,Healthy
Bifidobacterium_thermophilum,0.12359550561797752,6.069924357691963e-05,Healthy
Bifidobacterium_tsurumiense,0.016853932584269662,2.0458205000252162e-05,Healthy
Bilophila_wadsworthia,0.7584269662921348,0.0027210280136792686,Healthy
Bittarella_massiliensis,0.8707865168539326,0.00017366226039832843,Healthy
Blautia_coccoides,0.5898876404494382,4.05604434218502e-05,Healthy
Blautia_hansenii,1.0,0.0012065308139176494,Healthy
Blautia_hydrogenotrophica,0.9719101123595506,0.0002358480826388598,Healthy
Blautia_obeum,1.0,0.016763024520123383,Healthy
Blautia_producta,0.9550561797752809,0.00014451040623522727,Healthy
Blautia_schinkii,0.9831460674157303,6.885743557250329e-05,Healthy
Blautia_sp_N6H1-15,1.0,0.000600046925227221,Healthy
Blautia_sp_YL58,0.6348314606741573,4.126372605947534e-05,Healthy
Bordetella_sp_HZ20,0.0056179775280898875,1.4361095449416773e-05,Healthy
Brachyspira_alvinipulli,0.056179775280898875,3.6955371964103874e-05,Healthy
Brachyspira_hampsonii,0.056179775280898875,3.291353120019075e-05,Healthy
Brachyspira_hyodysenteriae,0.0449438202247191,7.3633878696919e-05,Healthy
Brachyspira_intermedia,0.03932584269662921,4.1641347564370266e-05,Healthy
Brachyspira_murdochii,0.03932584269662921,2.8263110250214787e-05,Healthy
Brachyspira_pilosicoli,0.12921348314606743,0.0047492868177207775,Healthy
Bradyrhizobium_elkanii,0.0056179775280898875,1.1874038451181307e-05,Healthy
Bradyrhizobium_sp_SK17,0.0056179775280898875,2.2568272668474193e-05,Healthy
Brochothrix_thermosphacta,0.011235955056179775,0.00011821674211462012,Healthy
Brucella_microti,0.0056179775280898875,2.450927731704559e-05,Healthy
Bulleidia_extructa,0.2696629213483146,6.125185905164674e-05,Healthy
Burkholderiales_bacterium_GJ-E10,0.02247191011235955,1.5757703330299296e-05,Healthy
Burkholderiales_bacterium_YL45,0.11235955056179775,9.558339853992137e-05,Healthy
Butyricicoccus_pullicaecorum,0.9775280898876404,0.0003869225312592636,Healthy
Butyricimonas_faecalis,0.9831460674157303,0.0017315645380653697,Healthy
Butyricimonas_synergistica,0.6573033707865169,7.536455615532782e-05,Healthy
Butyrivibrio_crossotus,0.9606741573033708,0.0004189046477770426,Healthy
Butyrivibrio_fibrisolvens,0.06741573033707865,3.619299157921845e-05,Healthy
Butyrivibrio_hungatei,0.016853932584269662,2.033669224633212e-05,Healthy
Butyrivibrio_proteoclasticus,0.06741573033707865,3.384305163689785e-05,Healthy
Caecibacter_massiliensis,0.2247191011235955,0.001295111930628124,Healthy
Caldanaerobius_polysaccharolyticus,0.02247191011235955,1.7054394044539202e-05,Healthy
Caldicoprobacter_oshimai,0.011235955056179775,1.2642968230456486e-05,Healthy
Caloramator_mitchellensis,0.011235955056179775,1.319864904628211e-05,Healthy
Campylobacter_coli,0.033707865168539325,2.601027920437893e-05,Healthy
Campylobacter_concisus,0.2696629213483146,0.00039340528105891886,Healthy
Campylobacter_curvus,0.03932584269662921,2.6277722836861746e-05,Healthy
Campylobacter_fetus,0.016853932584269662,0.00023184766536154709,Healthy
Campylobacter_gracilis,0.07865168539325842,0.000421926274227611,Healthy
Campylobacter_hominis,0.033707865168539325,0.0004584037510529405,Healthy
Campylobacter_jejuni,0.15168539325842698,0.00023072438770133438,Healthy
Campylobacter_lari,0.0056179775280898875,3.837779349384403e-05,Healthy
Campylobacter_showae,0.06741573033707865,4.1802459395820915e-05,Healthy
Campylobacter_sputorum,0.0056179775280898875,2.4659210849144102e-05,Healthy
Campylobacter_upsaliensis,0.0056179775280898875,0.00030477423410012335,Healthy
Campylobacter_ureolyticus,0.016853932584269662,2.4245857894319114e-05,Healthy
Candidatus_Arthromitus_sp_SFB-mouse,0.0056179775280898875,1.1569619743057453e-05,Healthy
Candidatus_Arthromitus_sp_SFB-rat-Yit,0.011235955056179775,1.660194860838342e-05,Healthy
Candidatus_Carsonella_ruddii,0.0056179775280898875,1.6535683628162156e-05,Healthy
Candidatus_Liberibacter_africanus,0.0056179775280898875,1.0307043461293576e-05,Healthy
Candidatus_Midichloria_mitochondrii,0.0056179775280898875,1.4879772048172284e-05,Healthy
Candidatus_Saccharibacteria_oral_taxon_TM7x,0.6797752808988764,6.158994148468967e-05,Healthy
Capnocytophaga_canimorsus,0.0056179775280898875,2.4588148211374193e-05,Healthy
Capnocytophaga_gingivalis,0.0056179775280898875,4.68357031631702e-05,Healthy
Capnocytophaga_granulosa,0.0056179775280898875,1.832236243900556e-05,Healthy
Capnocytophaga_leadbetteri,0.011235955056179775,2.3322004091359695e-05,Healthy
Capnocytophaga_ochracea,0.0056179775280898875,2.4135561360374534e-05,Healthy
Capnocytophaga_sp_oral_taxon_864,0.0056179775280898875,1.4311794578699421e-05,Healthy
Cardiobacterium_hominis,0.011235955056179775,1.9376586980449187e-05,Healthy
Cardiobacterium_valvarum,0.016853932584269662,5.5010898041037296e-05,Healthy
Carnobacterium_divergens,0.0056179775280898875,6.258561560272163e-05,Healthy
Carnobacterium_gallinarum,0.02247191011235955,2.4842218342479852e-05,Healthy
Carnobacterium_maltaromaticum,0.0056179775280898875,3.6545354909485965e-05,Healthy
Catabacter_hongkongensis,0.3539325842696629,8.915337690667112e-05,Healthy
Catenibacterium_mitsuokai,0.6460674157303371,0.0016911065064123634,Healthy
Catonella_morbi,0.42134831460674155,4.514104916049579e-05,Healthy
Caviibacter_abscessus,0.15730337078651685,4.84149722162135e-05,Healthy
Cedecea_lapagei,0.016853932584269662,2.6728444833319447e-05,Healthy
Cedecea_neteri,0.0056179775280898875,2.1913555987474208e-05,Healthy
Celeribacter_halophilus,0.0056179775280898875,1.1188117716719451e-05,Healthy
Cellulomonas_carbonis,0.6685393258426966,0.0008903128053535007,Healthy
Cellulosilyticum_lentocellum,0.02247191011235955,0.00010242845026817957,Healthy
Cellulosilyticum_ruminicola,0.028089887640449437,0.0007421388813812263,Healthy
Cellulosilyticum_sp_WCF-2,0.033707865168539325,9.752604262477836e-05,Healthy
Centipeda_periodontii,0.02247191011235955,2.0402637712491696e-05,Healthy
Cetobacterium_ceti,0.0056179775280898875,1.577520635076884e-05,Healthy
Cetobacterium_somerae,0.0056179775280898875,1.6000609705116245e-05,Healthy
Christensenella_massiliensis,0.7247191011235955,7.470270573945199e-05,Healthy
Christensenella_minuta,0.9550561797752809,0.0005891110086006846,Healthy
Christensenella_sp_Marseille-P3954,0.6741573033707865,0.000110994130219184,Healthy
Christensenella_timonensis,0.19101123595505617,5.390864630255903e-05,Healthy
Chryseobacterium_gallinarum,0.11235955056179775,7.859005204312246e-05,Healthy
Chryseobacterium_molle,0.0056179775280898875,0.0005006754381858762,Healthy
Citrobacter_amalonaticus,0.07865168539325842,0.0005676766229673757,Healthy
Citrobacter_braakii,0.0898876404494382,0.00012705817020679892,Healthy
Citrobacter_farmeri,0.056179775280898875,0.00015207777719320682,Healthy
Citrobacter_freundii,0.20786516853932585,0.00015938218560398334,Healthy
Citrobacter_freundii_complex_sp_CFNIH2,0.056179775280898875,0.0005390422392448079,Healthy
Citrobacter_freundii_complex_sp_CFNIH3,0.20224719101123595,0.00031739162203475426,Healthy
Citrobacter_freundii_complex_sp_CFNIH4,0.19662921348314608,0.00013614614804486044,Healthy
Citrobacter_freundii_complex_sp_CFNIH9,0.14606741573033707,0.00017765359147200527,Healthy
Citrobacter_koseri,0.0898876404494382,0.004465213773144129,Healthy
Citrobacter_pasteurii,0.0898876404494382,3.4777023857365454e-05,Healthy
Citrobacter_portucalensis,0.14606741573033707,0.00016511311924797235,Healthy
Citrobacter_rodentium,0.02247191011235955,3.310664056169572e-05,Healthy
Citrobacter_sp_86,0.028089887640449437,0.00016699523611499257,Healthy
Citrobacter_sp_92,0.0449438202247191,0.00011464294104108851,Healthy
Citrobacter_sp_CFNIH10,0.07303370786516854,0.00017968024855970192,Healthy
Citrobacter_sp_CRE-46,0.10674157303370786,0.00012056026004302867,Healthy
Citrobacter_sp_FDAARGOS_156,0.08426966292134831,4.013553290183949e-05,Healthy
Citrobacter_werkmanii,0.05056179775280899,1.905695334681721e-05,Healthy
Citrobacter_youngae,0.15730337078651685,0.00018287169897833507,Healthy
Cloacibacillus_evryensis,0.19662921348314608,0.00016330558164065682,Healthy
Cloacibacillus_porcorum,0.16292134831460675,0.00023124218659152616,Healthy
Cloacibacterium_normanense,0.0056179775280898875,2.146643882742412e-05,Healthy
Clostridiales_bacterium,0.20224719101123595,7.365336213439739e-05,Healthy
Clostridiales_bacterium_CCNA10,1.0,0.003862312522506051,Healthy
Clostridioides_difficile,0.9606741573033708,0.00013564846270621225,Healthy
Clostridioides_mangenotii,0.011235955056179775,1.953920420837451e-05,Healthy
Clostridium_algidicarnis,0.0056179775280898875,1.2500600598198234e-05,Healthy
Clostridium_aminophilum,0.6292134831460674,2.6215947543256137e-05,Healthy
Clostridium_amylolyticum,0.0056179775280898875,1.1031166240957317e-05,Healthy
Clostridium_asparagiforme,0.9943820224719101,0.0004963206446410324,Healthy
Clostridium_baratii,0.10112359550561797,5.30014851390134e-05,Healthy
Clostridium_beijerinckii,0.011235955056179775,1.174609942935003e-05,Healthy
Clostridium_bolteae,0.9943820224719101,0.0036126256513515876,Healthy
Clostridium_bornimense,0.0449438202247191,2.5816690080547926e-05,Healthy
Clostridium_botulinum,0.033707865168539325,2.5802506175602495e-05,Healthy
Clostridium_butyricum,0.06741573033707865,0.0001238119234228922,Healthy
Clostridium_cadaveris,0.06741573033707865,2.409670697205813e-05,Healthy
Clostridium_cavendishii,0.0056179775280898875,1.1428697044374914e-05,Healthy
Clostridium_celatum,0.46629213483146065,0.0004039412776122296,Healthy
Clostridium_cellulosi,0.0449438202247191,1.5069572085361404e-05,Healthy
Clostridium_cellulovorans,0.0056179775280898875,1.2368124540814948e-05,Healthy
Clostridium_chauvoei,0.09550561797752809,9.7835535941297e-05,Healthy
Clostridium_chromiireducens,0.0056179775280898875,1.4627421788291555e-05,Healthy
Clostridium_citroniae,0.9943820224719101,0.00043830515705168345,Healthy
Clostridium_cochlearium,0.0056179775280898875,3.1148499906361214e-05,Healthy
Clostridium_cocleatum,0.12359550561797752,2.015419881402966e-05,Healthy
Clostridium_collagenovorans,0.011235955056179775,1.4194747941556705e-05,Healthy
Clostridium_cylindrosporum,0.0056179775280898875,1.285597617133129e-05,Healthy
Clostridium_dakarense,0.15730337078651685,7.92680575680109e-05,Healthy
Clostridium_disporicum,0.38764044943820225,0.0002611563337402099,Healthy
Clostridium_fallax,0.028089887640449437,2.6332364162974784e-05,Healthy
Clostridium_fimetarium,0.016853932584269662,1.1673860439880838e-05,Healthy
Clostridium_frigidicarnis,0.0056179775280898875,1.3724532197179351e-05,Healthy
Clostridium_gasigenes,0.016853932584269662,1.7119654246650887e-05,Healthy
Clostridium_glycyrrhizinilyticum,1.0,0.0010244257556487127,Healthy
Clostridium_hiranonis,0.06741573033707865,1.5934163345533992e-05,Healthy
Clostridium_homopropionicum,0.011235955056179775,1.6704245441975414e-05,Healthy
Clostridium_hylemonae,0.0898876404494382,6.447646590122007e-05,Healthy
Clostridium_ihumii,0.0056179775280898875,1.628418417438001e-05,Healthy
Clostridium_innocuum,0.9943820224719101,0.00033872413622309063,Healthy
Clostridium_intestinale,0.0056179775280898875,1.2891048162972646e-05,Healthy
Clostridium_isatidis,0.033707865168539325,6.470651377892338e-05,Healthy
Clostridium_leptum,0.9438202247191011,0.0022507466864559018,Healthy
Clostridium_lundense,0.07303370786516854,3.0485957184517398e-05,Healthy
Clostridium_merdae,0.03932584269662921,2.174663324440583e-05,Healthy
Clostridium_methylpentosum,0.9606741573033708,0.0002156377133170188,Healthy
Clostridium_neonatale,0.07303370786516854,0.0014285578664025018,Healthy
Clostridium_oryzae,0.0056179775280898875,4.255655076466129e-05,Healthy
Clostridium_paraputrificum,0.2640449438202247,0.0013465173771383865,Healthy
Clostridium_perfringens,0.15168539325842698,0.005857128588256973,Healthy
Clostridium_phoceensis,0.9943820224719101,0.002427354176913093,Healthy
Clostridium_polynesiense,0.05056179775280899,1.9324389890845368e-05,Healthy
Clostridium_polysaccharolyticum,0.02247191011235955,1.6224679324675653e-05,Healthy
Clostridium_puniceum,0.011235955056179775,1.251428860343906e-05,Healthy
Clostridium_saccharobutylicum,0.011235955056179775,1.7350673751075244e-05,Healthy
Clostridium_saccharogumia,0.949438202247191,0.00014167437876351464,Healthy
Clostridium_saccharolyticum,0.9438202247191011,0.00016157719307703292,Healthy
Clostridium_saccharoperbutylacetonicum,0.0056179775280898875,1.3854368091217684e-05,Healthy
Clostridium_sartagoforme,0.11235955056179775,7.04319199020134e-05,Healthy
Clostridium_scindens,0.9943820224719101,0.0003959225084327833,Healthy
Clostridium_septicum,0.12359550561797752,0.00013172335750115646,Healthy
Clostridium_sp_BNL1100,0.0056179775280898875,1.340318978913264e-05,Healthy
Clostridium_sp_SY8519,0.9606741573033708,0.00016038869293808476,Healthy
Clostridium_sphenoides,0.16853932584269662,2.1050625274973034e-05,Healthy
Clostridium_spiroforme,0.6460674157303371,0.00034056263302791935,Healthy
Clostridium_sporogenes,0.9887640449438202,0.0015911798369486626,Healthy
