SampleName,Absiella_dolichum_DSM_3991_strainDSM_3991,Acetivibrio_ethanolgignens_strainACET33324,Agathobaculum_desmolans_ATCC_43058_strainATCC_43058,Alistipes_finegoldii_DSM_17242_strainDSM_17242,Alistipes_obesi,Alistipes_putredinis_DSM_17216_strainDSM_17216,Alistipes_shahii_WAL_8301_strainWAL_8301,Anaerostipes_hadrus_strainBPB5,Anaerotignum_lactatifermentans_DSM_14214_strainDSM_14214,Anaerotruncus_colihominis_DSM_17241_strainDSM_17241,Angelakisella_massiliensis_strainMarseilleP3217,Bacteroides_barnesiae_DSM_18169__JCM_13652_strainDSM_18169,Bacteroides_caccae_strainATCC_43185,Bacteroides_caecimuris_strainI48,Bacteroides_cellulosilyticus_strainWH2,Bacteroides_coprocola_DSM_17136_strainDSM_17136,Bacteroides_coprophilus_DSM_18228__JCM_13818_strainDSM_18228,Bacteroides_dorei_CL03T12C01_strainCL03T12C01,Bacteroides_faecichinchillae_JCM_17102_strainJCM_17102,Bacteroides_fluxus_YIT_12057_strainYIT_12057,Bacteroides_fragilis_638R_strain638R,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_YCH46_strainYCH46,Bacteroides_nordii_CL02T12C05_strainCL02T12C05,Bacteroides_ovatus_V975_strainV975,Bacteroides_ovatus_strainATCC_8483,Bacteroides_pectinophilus_ATCC_43243_strainATCC_43243,Bacteroides_plebeius_DSM_17135_strainDSM_17135,Bacteroides_pyogenes_JCM_10003_strainJCM_10003,Bacteroides_salanitronis_DSM_18170_strainDSM_18170,Bacteroides_salyersiae_WAL_10018__DSM_18765__JCM_12988_strainDSM_18765,Bacteroides_stercoris_ATCC_43183_strainATCC_43183,Bacteroides_thetaiotaomicron_VPI5482_strainVPI5482,Bacteroides_thetaiotaomicron_strain7330,Bacteroides_uniformis_ATCC_8492_strainATCC_8492,Bacteroides_vulgatus_ATCC_8482_strainATCC_8482,Bacteroides_vulgatus_strainmpk,Blautia_hansenii_DSM_20583_strainDSM_20583,Blautia_obeum_ATCC_29174_strainATCC_29174,Blautia_obeum_strain2789STDY5608838,Blautia_sp_N6H115_strainKCTC_15426,Butyricicoccus_pullicaecorum_12_strain12,Butyricimonas_sp_H184_strainH184,Butyrivibrio_crossotus_DSM_2876_strainDSM_2876,Clostridiales_bacterium_CCNA10_strainCCNA10,Clostridium_bolteae_90A9_strain90A9,Clostridium_bolteae_strainATCC_BAA613,Clostridium_citroniae_WAL17108_strainWAL17108,Clostridium_glycyrrhizinilyticum_JCM_13369_strainJCM_13369,Clostridium_innocuum_2959_strain2959,Clostridium_phoceensis_strainGD3,Clostridium_scindens_ATCC_35704_strainATCC_35704,Clostridium_sporogenes_strainYHRaf325,Clostridium_symbiosum_WAL14163_strainWAL14163,Coprobacter_secundus_strain177,Coprococcus_comes_ATCC_27758_strainATCC_27758,Coprococcus_eutactus_ATCC_27759_strainATCC_27759,Dorea_formicigenerans_ATCC_27755_strainATCC_27755,Emergencia_timonensis_strainSN18,Eubacterium_eligens_ATCC_27750_strainATCC_27750,Eubacterium_hallii,Eubacterium_hallii_DSM_3353_strainDSM_3353,Eubacterium_ramulus_ATCC_29099_strainATCC_29099,Eubacterium_rectale_ATCC_33656_strainATCC_33656,Faecalibacterium_prausnitzii_strainA2165,Faecalitalea_cylindroides_T287_strainT287,Flavonifractor_plautii_strainYL31,Fournierella_massiliensis_strainAM2,Fusicatenibacter_saccharivorans_strain2789STDY5608849,Gemmiger_formicilis_strainATCC_27749,Hungatella_hathewayi_DSM_13479_strainDSM_13479,Intestinimonas_butyriciproducens_strainAF211,Lachnoclostridium_phocaeense_strainMarseilleP3177,Lachnoclostridium_sp_YL32_strainYL32,Lachnospiraceae_bacterium_Choco86_strainChoco86,Lachnospiraceae_bacterium_GAM79_strainGAM79,Lactobacillus_rogosae_strainATCC_27753,Marvinbryantia_formatexigens_DSM_14469_strainDSM_14469,Mediterranea_massiliensis_strainMarseilleP2645,Merdimonas_faecis_strainBR31,Odoribacter_splanchnicus_strainNCTC10825,Oscillibacter_sp_PEA192_strainPEA192,Parabacteroides_distasonis_ATCC_8503_strainATCC_8503,Parabacteroides_johnsonii_CL02T12C29_strainCL02T12C29,Parabacteroides_sp_CT06_strainCT06,Paraprevotella_xylaniphila_YIT_11841_strainYIT_11841,Pseudoflavonifractor_capillosus_ATCC_29799_strainATCC_29799,Roseburia_faecis_strain2789STDY5608863,Roseburia_hominis_A2183_strainA2183,Roseburia_intestinalis_L182_strainL182,Roseburia_inulinivorans_DSM_16841_strainDSM_16841,Ruminococcus_faecis_JCM_15917_strainJCM_15917,Ruminococcus_gnavus_AGR2154_strainAGR2154,Ruminococcus_lactaris_ATCC_29176_strainATCC_29176,Ruminococcus_torques_ATCC_27756_strainATCC_27756,Ruthenibacterium_lactatiformans_strain5851,Solobacterium_moorei_DSM_22971_strainDSM_22971,Subdoligranulum_variabile_DSM_15176_strainDSM_15176,Tyzzerella_nexilis_DSM_1787_strainDSM_1787
DRR127519,0.00018116954919509425,0.001808064335994323,0.000573657311002048,0.0001505293244003817,2.738079756108315e-05,0.00047829861060573865,0.00020391334575057182,0.04469449414231525,0.0003253290215319457,0.00022442443870418158,0.0003758641990896794,0.00045251790002452967,0.006209303513725093,0.0011523731184234513,9.868944183692183e-05,0.03547675175749998,0.003215922710884348,0.01894084769110314,0.00016216038880768378,0.0004538267792450406,9.887299215893805e-05,0.0002028316763074178,0.0004915267442034335,0.000261264203253435,0.005388275505692195,0.005398154967284182,0.0003114895191593967,0.013720834916667856,0.00015189519873204778,0.0009749115610125155,0.017378282201501467,0.19737268042329395,0.013947999913703399,0.010598000871144627,0.016189170672286767,0.1782340432359241,0.16899606633082417,0.0007500591250107505,0.006754435551355786,0.03871439990004862,0.0011499011913370244,0.00011155134065093548,0.000590195684558791,4.038786028306062e-05,0.0008575924884116417,0.0019149327158371106,0.0023276994185127985,0.00020519989542986292,0.0012314524862825575,0.0005244830313255131,0.00014511504097230007,0.0001573226030076316,0.0002567930158140355,0.0025442570155631587,0.00017054295172288058,0.0010809071333577106,2.9957917341313945e-05,0.0009579028443234852,0.0003781426608653062,3.392541095432987e-05,0.0009955218122724941,0.0006723320336754937,0.0012198924481381247,0.0023056112846751545,0.025751167497570917,0.001421023066464754,0.0029276163320984074,0.00023262777623602577,0.027403590274140993,0.002222487292820578,0.0005728153832178336,0.000322573579116371,0.00013067561253270985,0.0019123749476220942,0.0018564623930682228,0.0011366530350051679,0.00010105184795605758,0.000129302379125638,0.0016702637514182817,0.00045229694217158373,9.619723426910738e-05,0.00022595835621827374,0.0009071903166966103,0.0008627129748524212,0.0040188708378925365,0.0009456377575819491,0.00022731706862051361,0.000553092950689092,0.000569270486348436,0.00046032462466442546,0.007292842636823059,0.0023206755125569378,0.07420299155327857,0.0008428702548361816,0.010851749104188776,0.0002585253582039144,0.0011287075649118042,0.0005451508109797542,0.014404598313243514
DRR127521,0.0003483532562499061,0.00023249789765407428,0.00041530156375716544,0.0002614728984289582,0.0007636995446273965,0.0019560838838284553,0.0004444271273414145,0.0003242586396250674,0.014168205594195663,0.0003234540623210317,0.000536888012638763,0.00025640743468202475,0.038833527076734375,0.0025766484534509096,0.0004845278814133785,0.12538791322981058,0.003976368772371939,0.12307290633574715,0.0009160105986208565,0.0030354762209854375,0.015664062686747686,0.01253147159039451,0.01692891816923719,0.0004969742097108492,0.007077926669805397,0.00710617295987218,0.0003005278951955564,0.01311126483537129,0.00041810869806598,0.0014341013840782097,0.001570257838573699,0.07297376768909998,0.009158841713180644,0.008071781193402395,0.05275449162958079,0.008535284546434565,0.004262159360780115,0.028192219860397078,0.06583983182473699,0.05883357905066449,0.0024028799846564867,0.00022703383910840637,0.0004350586455787927,6.367141564881987e-05,0.014961631874113555,0.0025531743564919506,0.0015215664575733776,0.0008267059217248648,0.0048227103300468,0.0008459790226288479,0.0054067322592192095,0.00013051516006879743,0.011237088950025866,0.009656683807275442,0.0001277697219683771,0.003036830328291146,0.0004870040809684868,0.0036654339454649174,0.00025887744208782974,0.00014298925232790466,0.002024713648532931,0.0005664812594740443,0.0039859613459582765,0.0015122641581178785,0.017017298635289738,0.001218603640313138,0.013754203709596157,0.0003346634358034031,0.002066753671392938,0.0012684669676310569,0.0011777170242556194,0.00019717832001083784,6.971446120690977e-05,0.0003503221388026211,0.0014475011122548225,0.0029749874541823637,0.00016719870888658408,0.00017703105916491997,0.0036328437458424817,0.00021644829827155575,0.001118109306731461,0.0012874648775849926,0.009632579595196483,0.02220470835606233,0.016481319891524963,0.00022972291386351182,0.00037905085633086047,0.0008159862678820882,0.0005685391416056734,0.0013338446304036204,0.0013395707146071955,0.00241656127637208,0.02988405068311379,0.0009173604524513747,0.01829730590919057,0.0020584294106328377,0.0011386117167676674,0.0003483314538461125,0.06900159066576012
DRR127536,0.0005325329857781946,0.00010293867759460935,0.0006532275589601688,0.001694467499952528,0.004835428152008314,0.06459689454863382,0.0007864712724044538,0.027181161414844692,0.025393392525869814,0.0014050100831422272,0.0009788194809620568,0.0005569157494131103,0.04880262995872848,0.005332377788502445,0.0005291787472933804,0.03817791895367151,0.01157769585421317,0.005894784145645167,0.0006768108466277332,0.0026647830899847427,0.004668281973359536,0.004659053400042775,0.009133346626033495,0.0002184406992854606,0.003751668414343346,0.003757309798651303,0.000327521121536373,0.009194619781989282,0.00014674792079172,0.000669474787932041,0.021900389320229714,0.02182423206494632,0.005729972063662937,0.003887477978475935,0.07216332059709893,0.10053608734636528,0.09063058642745074,0.0006513619322796665,0.0034951989756296462,0.03813150608067762,0.0008539098682084989,0.00015465112408115223,0.003982774039743545,4.9928622947107134e-05,0.003744061389072986,0.002969094285311409,0.0005776004178924338,0.0003152050772757693,0.0013939933995465686,0.00020350177119501136,0.0022784361272654955,0.0003178257911123005,0.017612319997456344,0.0013746301044793938,0.0003253500065296973,0.00287080345415017,0.00012381488016416408,0.012047524341007415,8.659953063379462e-05,0.00010580113397176803,0.011983373038614928,0.001990535951451588,0.0025166841455247003,0.021612257663268773,0.022400764910584636,0.0010218321036566903,0.023182155753570365,0.0006894737648470904,0.011056288239566357,0.0017471617628137652,0.0004306758416955134,0.00025567725763080536,0.00021392972062102175,0.0002197255216027735,0.0026961835251069714,0.0018610218896532953,9.740110507945241e-05,7.25065632444562e-05,0.0040189587383219144,0.0009698732818588501,0.006985541856344891,0.010895420946869445,0.001981987873624927,0.01622484975749225,0.03585948274902342,0.0008136362557678675,0.0007379581779194423,0.0013411097783312864,0.0014718400850139803,0.0006901729450394217,0.001152422757686999,0.0026882070941483655,0.04335133631056693,0.0006172646500129291,0.06813748871867145,0.003871208515968902,0.0005006217858195457,0.0005344031026176145,0.0038707038533087657
DRR127557,0.002294912974804375,0.00029142505861811557,0.0007808002856188514,0.0018850088172942682,0.0005417705777789463,0.031653975381355774,0.011493948684933595,0.004632965031073222,0.004428421127600362,0.000815959885783119,0.0008511325168235762,0.00023240928733324885,0.0224521063157866,0.011175255620621131,0.0018202716318857545,0.02962170599255348,0.0035822690909783185,0.036550013532059444,0.001468255229425181,0.007830208815072248,0.0011370910685907759,0.0008809922903336052,0.0009669402899404381,0.0009372098866761101,0.012725214888931852,0.012779583487833486,0.0015386983003870369,0.07577572162534627,0.00036318350358975523,0.0021029374036145632,0.018997360271691244,0.027584484179756334,0.01834899509856568,0.016138134000499703,0.09657155908359558,0.040774662765410995,0.03474129706802176,0.0009191064764600207,0.0030681378279464075,0.0049020267296548655,0.0005883834281799937,0.0008515449961363226,0.005635697465360972,0.00035368354813102953,0.008042789347622814,0.0018142452903514448,0.0001633119112549486,0.00030396790985636553,0.0009621447263993823,0.0001991466172079328,0.002995436438481413,0.00010053194897005865,0.0010176407412371901,0.0006110208324639474,0.00015611015970806128,0.0035360141428516616,0.00021760447802205663,0.005578067716923643,0.0012719109418775063,0.001408759921851684,0.002037284060887104,0.0006536742013480154,0.006358339033541804,0.10695077354356491,0.05258164200327047,0.0009172289547568618,0.003109382126345443,0.0009112704922708987,0.017997638624121574,0.016050060628039667,0.0004481957712423605,0.000978041616232085,0.0002574809058581911,4.945563353120903e-05,0.0016171410823757988,0.035945672748612045,0.0017940132928071114,0.00029057689822622725,0.007458170048673255,0.0003925121476676619,0.001368892341888544,0.004102294765517152,0.00531145714915339,0.01645276782076176,0.054293298226508656,0.010310456501389429,0.0011700981918946409,0.004632934012129848,0.0046498116194309,0.0022201078450222707,0.0046370494374390545,0.026057166933123512,0.014625495144958764,0.0005985373430881474,0.0007730359061995413,0.001499998845119589,0.0026855565362938236,0.0018969395960086667,0.004451383303565066
DRR127559,0.0007558005276164447,0.00018325029573047582,0.00036068148419635967,0.0016089927157933697,0.010617401749994818,0.014094709131336005,0.025768542734297382,0.004755682426425415,0.0007260286427361822,0.0011476175669734828,0.0012528160508641737,0.0008378173261650065,0.033609698414973965,0.0017747937199560425,0.0006787351701483195,0.025842203324949145,0.01343951153456048,0.023444340832464702,0.00038193880905696575,0.011969890034944261,0.00036903961532708517,0.0003912140566700869,0.00039605784614493565,0.0007266155451348898,0.004169719334853775,0.004185321039758932,0.002068132796794938,0.1281018581690312,0.0006526933574754085,0.0011520189055566573,0.002395497833421963,0.03692295272277912,0.004863667300545939,0.0013885398397162842,0.10979998746235939,0.06454138741182908,0.03782070789923553,0.000390398570456852,0.001233520939902558,0.0020866648071690866,0.00013919907885083838,0.0001583312942375621,0.0019213864995551477,0.0002493401647510138,0.002701571232391143,0.0006545977081482301,0.00029612491023461087,0.0003438760829558819,0.0004096874836801228,0.00011847395636223049,0.0025103927438519863,0.00011608108839233673,0.0004897633668662981,0.0003490880474839102,0.0034799442358481847,0.004508694336164793,0.00017140470116768167,0.0008961113027161712,0.0005078641116371245,0.010796288239347982,0.001027420413530896,0.001671839535124532,0.0017936778648416593,0.07391148433130867,0.01813087732583307,0.001962570028958723,0.0020906724264081493,0.0004957794693975587,0.024101086369208352,0.00449704519651586,0.0003179032527845235,0.0006414601457552245,0.0002875222423330409,5.9487876194570086e-05,0.0007052977732629411,0.03156148098653044,0.0005704470235680367,9.423027979950447e-05,0.001744654853416877,0.000234750840502832,0.0033843463833489384,0.0077715690945660085,0.04611993782181444,0.0037286741783480173,0.10597057284000709,0.000307633619495046,0.0006763494894870454,0.016460707600477013,0.0011329223051906878,0.001162753689579685,0.02345282050046832,0.0026303449271656526,0.0003947521790628727,0.0003697728668937339,0.008333490844151104,0.0012036719522483647,2.7930443514880233e-05,0.0009110457625842874,0.0023363467343314685
DRR127567,0.0004623619263946021,0.0002201349218150976,0.00023186436039911789,0.00020655277064642575,0.001397309197680215,0.00173713732172264,0.00011769945773919251,0.00023217645287240693,0.0005374619659982368,0.0003589574396415043,0.0002886676188097301,0.0006740010455650024,0.014557582108246791,0.020713797306258518,0.004833922401789817,0.04014953399714331,0.009970976545251583,0.009587906269304716,0.0007316049178149567,0.00552933284989599,0.07978554073758352,0.0858421203491225,0.07974515101870501,0.013624694154880235,0.015245688428929236,0.01530425340011172,0.00041449324167095396,0.018487813762767966,0.0019438277113222092,0.0032785844457421773,0.0019455597651848024,0.05603348312502573,0.09094215394182789,0.08548702531971773,0.0074703696882747785,0.026730707942571177,0.02257431058369254,0.00025965594391918833,0.0040098944951046395,0.019215513615018973,0.0007019899904553364,0.0009644937501036274,0.0027146066623072547,0.00023065967915385506,0.0007194054605956588,0.0011683198378644852,0.0023020977788559757,0.002457397329559891,0.004450770743791508,0.0010327043511306855,0.00019553901195745282,0.0008903216645552097,0.0001205279704971507,0.04294468037896753,0.00023714655823470004,0.0014182211609496563,0.00011358765572102803,0.0012223559276911301,0.00013685134099376608,0.0009510028534633718,0.000908600439778649,0.00036972755104820027,0.0003669249628426624,0.0006827151682951822,0.038685298737421464,0.0002859832039141601,0.012106397642849128,0.00036932344672344975,0.0009158789161347344,0.002720126941106985,0.0018571446245203484,0.00014417562584368788,0.0003401278247949869,0.0003826732242774584,0.000810743734278691,0.0020712581336096627,0.0017577480780982702,0.0001058058981117383,0.0007181335887464312,0.00019672311037885863,0.00010352044409664054,0.0027484531756344515,0.0015509599655609261,0.00207778803756512,0.009689911632675997,0.0002163011704987447,0.00022531048800082345,0.000601840880415024,0.0007426448191108401,0.0005962839811388686,0.0008775747377325507,0.0022094759990851425,0.060175300324493794,0.0004019144119146541,0.0002329262930563605,0.0013551019475870557,0.005394628920283802,0.0005222617103747271,0.03862978755498766
DRR127579,0.00016648370954479652,0.00011050719327557098,0.0001854815802141681,0.00022739832535357266,0.00014678773506012475,0.0012579965977824997,0.00014639571838655566,0.000758745423861822,6.562012517192218e-05,0.002441659487247176,0.00045810699390005244,1.9737845823880585e-05,0.0004661918294639331,0.003284546128310456,0.001315364813316439,0.05213393031267471,0.007997500508575759,0.12746089502428362,0.0003375502730021873,0.008812285008447388,0.0023746035377137644,0.0006440164198206542,0.001395850439567447,0.000847997249735747,0.00013489850568915805,0.00013457884618675253,0.0007490738823447154,0.061690696544729355,0.0007848968087687384,0.000967690714900238,0.0029549263548897904,0.001399999632072937,0.0804028700027986,0.08460483251995328,0.3603178484158816,0.0053516339316197455,0.006762163989557153,0.0004435302155373012,0.000852915191987973,0.013357447944602238,0.0007862966314825241,3.215282371269757e-05,0.00020025900718180747,0.00017042624253051322,0.018166098522831544,0.0015382734921871686,0.011355674825569588,0.0008893425727505853,0.0007759977912631697,0.001946942943304579,0.0001305470762039516,3.985186373567121e-05,0.00015430035591585444,0.011550568454038517,0.001356560240558489,0.00012644552393387013,4.112377811556311e-05,0.0002638709711552396,0.0006897249840652676,0.001274058664046701,0.00021189279236319828,6.243428422907637e-05,0.0009518705445827983,0.0004420700987667881,0.01508631172896739,0.0004284265051945498,0.03256751457720057,6.226672468842567e-05,0.0005590434782679054,0.0011308844607315878,0.00268035718643532,9.329458075388735e-05,0.00020866815221013899,0.000336728882225003,0.00027385000281128215,0.0009570765569880507,0.014076598598262102,9.73039165892366e-05,0.0016646278900298507,6.271159289325682e-05,0.00018632553170866466,0.0003119659167253389,3.040117837946329e-05,0.001266156147035211,0.014346839393896742,0.00019552862208705688,0.00018873271058147622,0.0006810312835587428,0.0007623971569168798,0.0004071436283614597,0.0003321243977298398,0.0009227712093133859,0.011141200524765443,5.772502695306271e-05,6.442656961463775e-05,0.00855488378421449,0.000671983085372245,0.00026387787554509967,0.002206380856413025
DRR127580,0.00023426300254058565,0.00017634261672304057,0.0004079236784089659,0.03870920855581489,0.0008220028370826868,0.1370402271058458,0.015611932277411405,0.0021107167302202344,0.001109332472131447,0.002013655548266002,0.001969295297387935,0.0009213314620255365,0.0011616363619267784,0.027195301384207986,0.0011304138777582416,0.027288014325411076,0.024082524776515072,0.06345250708065057,0.0006279360673268152,0.01022373788703763,0.0008444162105102289,0.0006901538432367825,0.0010507282082808692,0.0007859335254782765,0.016424359971843775,0.016479521217461334,0.0013772003126788974,0.01412421213684525,0.0006675625215499851,0.00040679495526356935,0.002637826524724237,0.014529608274744475,0.023385687175456013,0.019236327865235155,0.13078430683556203,0.02639783336568064,0.02896036661922142,0.0007309275456451611,0.00192746995237309,0.005548893532623149,0.0006145809020264889,0.0002936230486883005,0.004563465686290264,0.0002770005993316847,0.0061917057914021014,0.0014734560827753232,0.004538647394907123,0.0005253710446173892,0.0019119904939692543,0.0009433781323432734,0.006194444128289176,0.00010398116073665519,0.0007526093728840562,0.002013640229344394,0.009147129917931854,0.0014070559502068743,0.00021240842483070857,0.005646854311136081,0.0012670056372554614,0.005909552025014179,0.0009258636089532808,0.00018509202777178992,0.001019117081148216,0.033134188924877545,0.011654837735403214,0.001092776848368254,0.0016158676531518763,0.0007686519515927513,0.01247515524094902,0.006265862520424627,0.001189523401393699,0.0024912898294755254,0.00033039352796826303,0.00015615446592922165,0.00045006317025724553,0.005889094160986292,0.0027279372176107755,0.00010044435773162955,0.0025666306920820703,0.0019455415478067508,0.006355259237325383,0.005623893367052061,0.0028423579664703866,0.00078335917791642,0.04656370458361838,0.000756274430710502,0.0016802311304737756,0.0017953619750489755,0.009436768136238923,0.001557273708271225,0.03525309345209633,0.0007166151754961007,0.0005830957370870113,0.00028336386596625245,0.07159772358802982,0.007214378213781346,0.0003359624113146494,0.0003989227593825177,0.0019715408467503998
DRR127594,0.0013580048151241224,0.0001687634475038313,0.000889421694028135,0.007032688756086397,0.0010991519731066476,0.015737181255463303,0.0011579637890528941,0.02236120995247995,0.0005973936789887742,0.0011687764754850802,0.0012144022695748603,0.00019540555883989933,0.0354582998754125,0.0013269202529101033,0.0010109586375785329,0.021033591725553198,0.008133745952846114,0.015622813579767497,0.001523578320343817,0.0035578785103932845,0.00042600328010675305,0.00031731263397307,0.0006474533736884207,5.447957726455808e-05,0.0019453691966336052,0.0019568483277462574,0.0019450492583907018,0.028160623153551223,0.0001077494880628178,0.001059759291957589,0.007509108086918748,0.001903595807005172,0.009389128061266206,0.006972006335903529,0.01586032096495524,0.04051402647498597,0.03886190089009865,0.0012473135260688062,0.013924247443756081,0.05356934203188772,0.0004518856468564589,0.0018542737131331437,0.004693190739404198,0.0006752827883561192,0.008221438589132973,0.001948085276643674,0.00023840185622174106,0.00027640525952104015,0.0011759818769585685,0.00044411348945770814,0.003378670136623001,0.0001654658813896338,0.004007345861183031,0.0011192760434757375,0.0020683063030422447,0.013591037499324513,0.0008276372626587694,0.02556373248419773,0.0014865457212047974,0.002124983781867999,0.009953986420182595,0.0073296214303686935,0.0036427545067186677,0.09580612757585226,0.1322693579916633,0.001575715964710761,0.003961300836678208,0.000428227211689484,0.008802506508489323,0.12634494378716582,0.0008282192909657751,0.0010651373573942256,0.0004535901464887117,6.279703376931673e-05,0.0018321381897850474,0.01283510030096013,0.022018214427614775,0.00014472368988379273,0.006815381562235528,0.0010019388116525357,0.0025885874152605385,0.005011077286231544,0.005900054629166888,0.013766797044133723,0.008410975685763863,0.009274318315496122,0.0010460176273580713,0.003862169901018331,0.0022937358618347454,0.0069914179717323385,0.03184509761390788,0.002766501532737586,0.002800520326483095,0.0008443382092198306,0.013690747680564691,0.0022385538503621074,0.0004552002524017191,0.005258212493202573,0.0024520453234423752
DRR127603,0.0028875409202328978,0.0005064728669808595,0.0007722270287886645,0.0004116359666728411,0.0030607280919145953,0.029194707436684682,0.0033400436813631326,0.012446930389804635,0.004389250866089673,0.0027446977954775392,0.003345862472111272,0.0003083111175815615,0.00019513403006146587,0.003341096799722692,0.0043082830974759566,0.0034453167661595194,0.005117637633163782,0.004536673964982209,0.000594703328011743,0.00363968027512994,0.00015149904347185557,4.1953631934572084e-05,3.8406232952737474e-05,8.948430096140681e-05,0.002345093058060154,0.002365429120472095,0.0034088279573170387,0.0018215493581576765,3.0255086190326632e-05,0.0002149236397200311,0.00033957249064216373,0.0010456627810808362,0.0021494410359052846,0.0023815889125727973,0.015582751392420402,0.0232426733427862,0.020064713888777858,0.006466597146221766,0.07294693331922705,0.02909105269268273,0.0005108514335267502,0.0010844126155741057,0.002203735211430812,0.001498375431649801,0.009147561493637104,0.0020232592774467495,0.00039782169108061626,0.00038974469540914425,0.0013649595432476324,0.0008110945334732012,0.005033392114796003,0.000417667402829296,0.002751868186536708,0.003591907241201302,0.0008832173099979383,0.01921712155272177,0.0011004550991109711,0.03424681257708287,0.0038211105498129365,0.009379796235303894,0.01527727378053863,0.0018109613850160718,0.009309727620076052,0.09803739556060005,0.12369837104428526,0.0045809838268453884,0.006647671516622641,0.0015484830065083028,0.02373040778966791,0.024193779782585315,0.0010019142196158717,0.0032711606500760815,0.0008897932191614595,0.0002046790594918896,0.008335270373675908,0.07927399411415369,0.03553402756593915,0.0006034722610158399,0.0013285935689539329,0.0002982748762243295,0.0025703723064242857,0.015480202593991048,0.025206144446920223,0.006590561264675166,0.022687460038303527,0.000391777938042469,0.0023190702153798354,0.003929820368225649,0.006431604815748169,0.014666192425696358,0.06173283221448871,0.004890019611046921,0.0026035203540413355,0.0017845337570523306,0.0009744944055753439,0.002481487585042684,0.00047774385797833273,0.003832767543277153,0.009092651881202429
DRR127617,0.009414414953886424,0.00026988416901033873,0.0010448985688208394,0.004834588837445329,0.00583897236983451,0.002361250523680992,0.019300298505120675,0.0008256045139794922,0.0009496219645259088,0.003315477012235735,0.002267069738796121,0.0010910342493201405,0.010132203913598167,0.005675684222716905,0.000436289742818014,0.13054490457296894,0.04402606855352593,0.07071999965913894,0.0016564472454206893,0.002020472722727266,0.00224297789176888,0.002344902356347196,0.0005220270156829528,0.0003150041546910767,0.0031383158346586725,0.003144940965008237,0.0008553208861291406,0.031332749011351614,0.0002550529096205789,0.001656179152095059,0.0028233615011962142,0.0129407068512863,0.0034461971300442694,0.002900608383181219,0.11115356149656067,0.0032765150091900548,0.0031915408997958785,0.00044139242970946135,0.0045335883699891485,0.007961150591279765,0.00036278986821926024,0.0010937229701193038,0.001164057479472127,0.001074845197806094,0.01019292730417312,0.0020438308826055416,0.0007054093831821172,0.0005548400512882226,0.0003812290611138009,0.00018811709365070813,0.004649795570636009,0.00030811750478043154,0.000600551323664996,0.002134161937703852,0.0004814794719799325,0.009982469967559304,0.0007674254601886475,0.006415533012315292,0.00035905470883682933,0.004528295220003707,0.000755974727858608,0.0005095136224483654,0.0012380432042831293,0.017558122721255724,0.008068571493503918,0.0003360850324679669,0.01100723187761438,0.0009776078780627223,0.0026924712519644277,0.016953482742968394,0.0031635936840920314,0.0022743389488093543,0.0007544424829627438,0.00018392161858989193,0.0012324221144856525,0.053243402061115545,0.0006065480826239503,0.00015252322946500478,0.012503428346043177,0.007846614124941366,0.0061274567268141955,0.02401896725785012,0.006690811377122267,0.023500555492487325,0.06869068956662963,0.036345633888513515,0.003602456248863693,0.0012847499354954324,0.010874504537081442,0.0035293480919713627,0.0024738983556806277,0.06587948766407484,0.0004754973540947234,0.0009758191900277271,0.029887097473577946,0.005228875203151172,0.00040311544903871475,0.002253591506813034,0.0025091730866987137
DRR127625,0.0007535852011947074,0.00033421294918696516,0.0007731024964450761,0.003717401329037035,0.005365312927835851,0.021143186206654282,0.004999824745155768,0.005770290416638057,0.0002339690266420945,0.0013127183984727384,0.0014201286007494323,0.0010659634473128836,0.012462207885052009,0.004543848537865113,0.0009647257006016552,0.009824919118001848,0.007820105322716216,0.01275609664341698,0.0003510489978386309,0.0018225944729366077,0.0006726837519981655,0.00019501433037304408,0.0005613346249533269,0.0018302263507605722,0.002892838187949012,0.0029045063161891056,0.0028310161633720017,0.0712114136747932,0.00016482940726588797,0.003251849111695317,0.0009571434014146794,0.01680409570261519,0.002434020931662924,0.002205016209280092,0.20020495768821905,0.04613772936905517,0.03543768378452365,0.0013705376316922695,0.0022735052580802684,0.004385905457324528,0.0002726540781713267,0.0005790453484099228,0.004417834158659683,0.0010506207112164218,0.002312685483508469,0.0003780503628150896,0.00018395666817291488,0.00014111699138715458,0.00039807040590247666,0.00015867034572102863,0.001744544386849703,0.000102739172386747,0.00201422473742217,0.00039139343956710637,0.0008197986792837594,0.0041290744087171885,0.011950593559506516,0.0037614082931660166,0.0007551693647890091,0.026929541306548684,0.0005212639329026136,0.0009320691968878868,0.0022978900089996933,0.04044039270791336,0.044827712163109115,0.0005664404878384764,0.0005315388459290614,0.0005955671001864002,0.007536754383660393,0.018033334426387285,0.000385269919990384,0.0011272183011603251,0.0002956359843531618,4.208350903623734e-05,0.0006670763726732531,0.016066851671035453,0.06258596185332813,0.00017848885077865383,0.006954575032590563,0.00019107345057640775,0.002592760629409417,0.0023607891193889864,0.0007388799748267677,0.02130458620288861,0.01632206659899968,0.0009223408460059694,0.000666222199779537,0.007836270567766517,0.002644550098460163,0.09687884103114243,0.05124677481933709,0.0158283405441807,0.0008990354568131419,0.009298618226453045,0.001506273471469386,0.0010465276554044818,0.00015943221538299715,0.0013318907346410373,0.002985859729140416
